date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:09:47	21196/21196	---M--	200	added ('OK')	image/png	etag:%2252cc-548652665ad13%22	http://bhatdental.com/wp-content/themes/appointwaytheme/css/button-image/sprite-button.png	C:/Temp/a2/BDA2/bhatdental.com/wp-content/themes/appointwaytheme/css/button-image/sprite-button.png	(from http://bhatdental.com/wp-content/themes/appointwaytheme/css/shortcode.css?ver=4.7.2)
17:09:47	3/3	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2022%20Oct%202019%2021:08:41%20GMT	http://bhatdental.com/wp-content/themes/appointwaytheme/css/images/codebg.jpg	C:/Temp/a2/BDA2/bhatdental.com/wp-content/themes/appointwaytheme/css/images/codebg.jpg	(from http://bhatdental.com/wp-content/themes/appointwaytheme/css/shortcode.css?ver=4.7.2)
17:09:47	4011/4011	---M--	200	added ('OK')	image/png	etag:%22fab-54940fbb4bcdb%22	http://bhatdental.com/wp-content/plugins/print-o-matic/css/print-icon.png	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/print-o-matic/css/print-icon.png	(from http://bhatdental.com/wp-content/plugins/print-o-matic/css/style.css?ver=1.2)
17:09:48	606/606	---M--	200	added ('OK')	image/png	etag:%2225e-54940fbb4bcdb%22	http://bhatdental.com/wp-content/plugins/print-o-matic/css/print-icon-small.png	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/print-o-matic/css/print-icon-small.png	(from http://bhatdental.com/wp-content/plugins/print-o-matic/css/style.css?ver=1.2)
17:09:48	181/181	---M--	200	added ('OK')	image/png	etag:%22b5-54940fbb4bcdb%22	http://bhatdental.com/wp-content/plugins/print-o-matic/css/print-icon-small-black.png	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/print-o-matic/css/print-icon-small-black.png	(from http://bhatdental.com/wp-content/plugins/print-o-matic/css/style.css?ver=1.2)
17:09:48	181/181	---M--	200	added ('OK')	image/png	etag:%22b5-54940fbb4bcdb%22	http://bhatdental.com/wp-content/plugins/print-o-matic/css/print-icon-small-grey.png	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/print-o-matic/css/print-icon-small-grey.png	(from http://bhatdental.com/wp-content/plugins/print-o-matic/css/style.css?ver=1.2)
17:09:48	185/185	---M--	200	added ('OK')	image/png	etag:%22b9-54940fbb4bcdb%22	http://bhatdental.com/wp-content/plugins/print-o-matic/css/print-icon-small-white.png	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/print-o-matic/css/print-icon-small-white.png	(from http://bhatdental.com/wp-content/plugins/print-o-matic/css/style.css?ver=1.2)
17:09:49	37405/37405	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22921d-548651d9c3b42%22	http://bhatdental.com/wp-content/plugins/font-awesome/assets/font/fontawesome-webfont.eot?v=3.2.1	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/font-awesome/assets/font/fontawesome-webfontf77b.eot	(from http://bhatdental.com/wp-content/plugins/font-awesome/assets/css/font-awesome.min.css?ver=3.2.1)
17:09:51	197829/197829	---M--	200	added ('OK')	image/svg+xml	etag:%22304c5-548651da7f355%22	http://bhatdental.com/wp-content/plugins/font-awesome/assets/font/fontawesome-webfont.svg	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/font-awesome/assets/font/fontawesome-webfont.svg	(from http://bhatdental.com/wp-content/plugins/font-awesome/assets/css/font-awesome.min.css?ver=3.2.1)
17:09:53	1078/1078	---M--	200	added ('OK')	application/javascript	etag:%22436-54862f4ae14fb%22	http://bhatdental.com/wp-includes/js/comment-reply.min.js?ver=4.7.2	C:/Temp/a2/BDA2/bhatdental.com/wp-includes/js/comment-reply.mine100.js	(from http://bhatdental.com/services/)
17:09:56	2218/2218	---MC-	200	added ('OK')	application/json	date:Tue,%2022%20Oct%202019%2021:08:48%20GMT	http://bhatdental.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbhatdental.com%2Fservices%2F	C:/Temp/a2/BDA2/bhatdental.com/wp-json/oembed/1.0/embed8234.json	(from http://bhatdental.com/services/)
17:09:56	37405/37405	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%22921d-548651d9c3b42%22	http://bhatdental.com/wp-content/plugins/font-awesome/assets/font/fontawesome-webfont.eot?	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/font-awesome/assets/font/fontawesome-webfontd41d.eot	(from http://bhatdental.com/wp-content/plugins/font-awesome/assets/css/font-awesome.min.css?ver=3.2.1)
17:09:56	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Oct%202019%2021:08:50%20GMT	http://bhatdental.com/?p=6	C:/Temp/a2/BDA2/bhatdental.com/index42dc.html	(from http://bhatdental.com/services/)
17:09:56	727/727	---MC-	200	added ('OK')	application/rss+xml	etag:%22dc5c57124bafc14776fe836c4678be56%22	http://bhatdental.com/services/feed/	C:/Temp/a2/BDA2/bhatdental.com/services/feed/index.html	(from http://bhatdental.com/services/)
17:09:57	43572/43572	---M--	200	added ('OK')	application/font-woff	etag:%22aa34-548651dc6c626%22	http://bhatdental.com/wp-content/plugins/font-awesome/assets/font/fontawesome-webfont.woff?v=3.2.1	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/font-awesome/assets/font/fontawesome-webfontf77b.woff	(from http://bhatdental.com/wp-content/plugins/font-awesome/assets/css/font-awesome.min.css?ver=3.2.1)
17:09:57	2315/2315	---MC-	200	added ('OK')	text/xml	date:Tue,%2022%20Oct%202019%2021:08:50%20GMT	http://bhatdental.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbhatdental.com%2Fservices%2F&format=xml	C:/Temp/a2/BDA2/bhatdental.com/wp-json/oembed/1.0/embed2456	(from http://bhatdental.com/services/)
17:09:57	23/23	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2022%20Oct%202019%2021:08:51%20GMT	http://bhatdental.com/services/.	C:/Temp/a2/BDA2/bhatdental.com/services/	(from http://bhatdental.com/services/)
17:09:58	2638/2638	---M--	200	added ('OK')	image/png	etag:%22a4e-54864d9fb6e3d%22	http://bhatdental.com/wp-content/plugins/cleanprint-lt/images/CleanPrintBtn_white.png	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/cleanprint-lt/images/CleanPrintBtn_white.png	(from http://bhatdental.com/services/)
17:09:58	2098/2098	---M--	200	added ('OK')	image/png	etag:%22832-54864db0d4d54%22	http://bhatdental.com/wp-content/plugins/cleanprint-lt/images/PdfBtn_white.png	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/cleanprint-lt/images/PdfBtn_white.png	(from http://bhatdental.com/services/)
17:09:58	2065/2065	---M--	200	added ('OK')	image/png	etag:%22811-54864dac0a3d9%22	http://bhatdental.com/wp-content/plugins/cleanprint-lt/images/EmailBtn_white.png	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/cleanprint-lt/images/EmailBtn_white.png	(from http://bhatdental.com/services/)
17:09:58	530/530	---M--	200	added ('OK')	image/gif	etag:%22212-5486537d21cb8%22	http://bhatdental.com/wp-content/plugins/wp-hit-counter/designs/Basic/2/5.gif	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/wp-hit-counter/designs/Basic/2/5.gif	(from http://bhatdental.com/services/)
17:10:00	24304/24304	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2021:08:53%20GMT	http://bhatdental.com/health-links/	C:/Temp/a2/BDA2/bhatdental.com/health-links/index.html	(from http://bhatdental.com/services/)
17:10:00	2253/2253	---MC-	200	added ('OK')	application/json	date:Tue,%2022%20Oct%202019%2021:08:53%20GMT	http://bhatdental.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbhatdental.com%2Fpreventive-care%2F	C:/Temp/a2/BDA2/bhatdental.com/wp-json/oembed/1.0/embed5452.json	(from http://bhatdental.com/preventive-care/)
17:10:00	79076/79076	---M--	200	added ('OK')	application/font-sfnt	etag:%22134e4-548651dbb2d53%22	http://bhatdental.com/wp-content/plugins/font-awesome/assets/font/fontawesome-webfont.ttf?v=3.2.1	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/font-awesome/assets/font/fontawesome-webfontf77b.ttf	(from http://bhatdental.com/wp-content/plugins/font-awesome/assets/css/font-awesome.min.css?ver=3.2.1)
17:10:00	22684/22684	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2021:08:54%20GMT	http://bhatdental.com/latest-updates-offers/	C:/Temp/a2/BDA2/bhatdental.com/latest-updates-offers/index.html	(from http://bhatdental.com/services/)
17:10:01	741/741	---MC-	200	added ('OK')	application/rss+xml	etag:%22bb01361b92a92cb7930237d865a022fc%22	http://bhatdental.com/preventive-care/feed/	C:/Temp/a2/BDA2/bhatdental.com/preventive-care/feed/index.html	(from http://bhatdental.com/preventive-care/)
17:10:01	2350/2350	---MC-	200	added ('OK')	text/xml	date:Tue,%2022%20Oct%202019%2021:08:54%20GMT	http://bhatdental.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbhatdental.com%2Fpreventive-care%2F&format=xml	C:/Temp/a2/BDA2/bhatdental.com/wp-json/oembed/1.0/embed60c3	(from http://bhatdental.com/preventive-care/)
17:10:01	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Oct%202019%2021:08:55%20GMT	http://bhatdental.com/?p=255	C:/Temp/a2/BDA2/bhatdental.com/index0c93.html	(from http://bhatdental.com/preventive-care/)
17:10:01	23/23	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2022%20Oct%202019%2021:08:55%20GMT	http://bhatdental.com/preventive-care/.	C:/Temp/a2/BDA2/bhatdental.com/preventive-care/	(from http://bhatdental.com/preventive-care/)
17:10:01	3563/3563	---M--	200	added ('OK')	text/css	etag:%22deb-54865207c749c%22	http://bhatdental.com/wp-content/plugins/shortcodes-ultimate/assets/css/other-shortcodes.css?ver=4.9.2	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/shortcodes-ultimate/assets/css/other-shortcodes20fd.css	(from http://bhatdental.com/preventive-care/)
17:10:02	31670/31670	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2021:08:56%20GMT	http://bhatdental.com/preventive-care-instruction/	C:/Temp/a2/BDA2/bhatdental.com/preventive-care-instruction/index.html	(from http://bhatdental.com/preventive-care/)
17:10:03	55090/55090	---M--	200	added ('OK')	image/png	etag:%22d732-54865060beb29%22	http://bhatdental.com/wp-content/uploads/2014/10/tip1.png	C:/Temp/a2/BDA2/bhatdental.com/wp-content/uploads/2014/10/tip1.png	(from http://bhatdental.com/services/)
17:10:03	2258/2258	---MC-	200	added ('OK')	application/json	date:Tue,%2022%20Oct%202019%2021:08:56%20GMT	http://bhatdental.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbhatdental.com%2Feducation-centre%2F	C:/Temp/a2/BDA2/bhatdental.com/wp-json/oembed/1.0/embed6acc.json	(from http://bhatdental.com/education-centre/)
17:10:03	30333/30333	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2021:08:56%20GMT	http://bhatdental.com/brushing-and-flossing/	C:/Temp/a2/BDA2/bhatdental.com/brushing-and-flossing/index.html	(from http://bhatdental.com/preventive-care/)
17:10:03	26927/26927	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2021:08:56%20GMT	http://bhatdental.com/fluoride/	C:/Temp/a2/BDA2/bhatdental.com/fluoride/index.html	(from http://bhatdental.com/preventive-care/)
17:10:04	26279/26279	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2021:08:57%20GMT	http://bhatdental.com/sealants/	C:/Temp/a2/BDA2/bhatdental.com/sealants/index.html	(from http://bhatdental.com/preventive-care/)
17:10:04	26968/26968	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2021:08:57%20GMT	http://bhatdental.com/fillings/	C:/Temp/a2/BDA2/bhatdental.com/fillings/index.html	(from http://bhatdental.com/preventive-care/)
17:10:04	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Oct%202019%2021:08:58%20GMT	http://bhatdental.com/?p=258	C:/Temp/a2/BDA2/bhatdental.com/indexb773.html	(from http://bhatdental.com/education-centre/)
17:10:04	743/743	---MC-	200	added ('OK')	application/rss+xml	etag:%229c8789b5c2253e7bc4ce21c384208068%22	http://bhatdental.com/education-centre/feed/	C:/Temp/a2/BDA2/bhatdental.com/education-centre/feed/index.html	(from http://bhatdental.com/education-centre/)
17:10:04	2355/2355	---MC-	200	added ('OK')	text/xml	date:Tue,%2022%20Oct%202019%2021:08:57%20GMT	http://bhatdental.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbhatdental.com%2Feducation-centre%2F&format=xml	C:/Temp/a2/BDA2/bhatdental.com/wp-json/oembed/1.0/embed149d	(from http://bhatdental.com/education-centre/)
17:10:05	23/23	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2022%20Oct%202019%2021:08:58%20GMT	http://bhatdental.com/education-centre/.	C:/Temp/a2/BDA2/bhatdental.com/education-centre/	(from http://bhatdental.com/education-centre/)
17:10:05	507/507	---M--	200	added ('OK')	image/gif	etag:%221fb-5486537f0a169%22	http://bhatdental.com/wp-content/plugins/wp-hit-counter/designs/Basic/2/7.gif	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/wp-hit-counter/designs/Basic/2/7.gif	(from http://bhatdental.com/education-centre/)
17:10:05	28973/28973	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2021:08:59%20GMT	http://bhatdental.com/keep-your-teeth-beautiful-with-these-easy-tips/	C:/Temp/a2/BDA2/bhatdental.com/keep-your-teeth-beautiful-with-these-easy-tips/index.html	(from http://bhatdental.com/education-centre/)
17:10:06	2213/2213	---MC-	200	added ('OK')	application/json	date:Tue,%2022%20Oct%202019%2021:08:59%20GMT	http://bhatdental.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbhatdental.com%2Fgallery%2F	C:/Temp/a2/BDA2/bhatdental.com/wp-json/oembed/1.0/embed6ed7.json	(from http://bhatdental.com/gallery/)
17:10:06	29094/29094	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2021:08:59%20GMT	http://bhatdental.com/4-tooth-brushing-mistakes-what-youre-doing-wrong-while-you-brush/	C:/Temp/a2/BDA2/bhatdental.com/4-tooth-brushing-mistakes-what-youre-doing-wrong-while-you-brush/index.html	(from http://bhatdental.com/education-centre/)
17:10:06	27825/27825	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2021:09:00%20GMT	http://bhatdental.com/top-five-reasons-to-smile/	C:/Temp/a2/BDA2/bhatdental.com/top-five-reasons-to-smile/index.html	(from http://bhatdental.com/education-centre/)
17:10:06	2310/2310	---MC-	200	added ('OK')	text/xml	date:Tue,%2022%20Oct%202019%2021:09:00%20GMT	http://bhatdental.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbhatdental.com%2Fgallery%2F&format=xml	C:/Temp/a2/BDA2/bhatdental.com/wp-json/oembed/1.0/embedeaf7	(from http://bhatdental.com/gallery/)
17:10:07	29323/29323	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2021:09:00%20GMT	http://bhatdental.com/braces-dont-have-to-be-a-burden/	C:/Temp/a2/BDA2/bhatdental.com/braces-dont-have-to-be-a-burden/index.html	(from http://bhatdental.com/education-centre/)
17:10:07	23/23	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2022%20Oct%202019%2021:09:00%20GMT	http://bhatdental.com/gallery/.	C:/Temp/a2/BDA2/bhatdental.com/gallery/	(from http://bhatdental.com/gallery/)
17:10:07	29689/29689	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2021:09:01%20GMT	http://bhatdental.com/lets-get-straight-into-the-discussion-surrounding-braces-and-invisalign/	C:/Temp/a2/BDA2/bhatdental.com/lets-get-straight-into-the-discussion-surrounding-braces-and-invisalign/index.html	(from http://bhatdental.com/education-centre/)
17:10:07	525/525	---M--	200	added ('OK')	image/gif	etag:%2220d-5486537f19b6a%22	http://bhatdental.com/wp-content/plugins/wp-hit-counter/designs/Basic/2/8.gif	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/wp-hit-counter/designs/Basic/2/8.gif	(from http://bhatdental.com/gallery/)
17:10:07	725/725	---MC-	200	added ('OK')	application/rss+xml	etag:%2239a839a43a3b334181de91f07f8a0450%22	http://bhatdental.com/gallery/feed/	C:/Temp/a2/BDA2/bhatdental.com/gallery/feed/index.html	(from http://bhatdental.com/gallery/)
17:10:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Oct%202019%2021:09:01%20GMT	http://bhatdental.com/?p=9	C:/Temp/a2/BDA2/bhatdental.com/indexb5fb.html	(from http://bhatdental.com/gallery/)
17:10:08	2259/2259	---MC-	200	added ('OK')	application/json	date:Tue,%2022%20Oct%202019%2021:09:01%20GMT	http://bhatdental.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbhatdental.com%2Fpatient-staff%2F	C:/Temp/a2/BDA2/bhatdental.com/wp-json/oembed/1.0/embed315d.json	(from http://bhatdental.com/patient-staff/)
17:10:08	744/744	---MC-	200	added ('OK')	application/rss+xml	etag:%2255a8ee183dfbc2185e2395ca35adbc38%22	http://bhatdental.com/patient-staff/feed/	C:/Temp/a2/BDA2/bhatdental.com/patient-staff/feed/index.html	(from http://bhatdental.com/patient-staff/)
17:10:08	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Oct%202019%2021:09:02%20GMT	http://bhatdental.com/?p=419	C:/Temp/a2/BDA2/bhatdental.com/indexbdfa.html	(from http://bhatdental.com/patient-staff/)
17:10:08	2358/2358	---MC-	200	added ('OK')	text/xml	date:Tue,%2022%20Oct%202019%2021:09:02%20GMT	http://bhatdental.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbhatdental.com%2Fpatient-staff%2F&format=xml	C:/Temp/a2/BDA2/bhatdental.com/wp-json/oembed/1.0/embedc77f	(from http://bhatdental.com/patient-staff/)
17:10:08	4329/4329	---M--	200	added ('OK')	text/css	etag:%2210e9-54864d73b3096%22	http://bhatdental.com/wp-content/plugins/ai-responsive-gallery-album/css/ai-responsive-gallery.css?ver=4.7.2	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/ai-responsive-gallery-album/css/ai-responsive-gallerye100.css	(from http://bhatdental.com/patient-staff/)
17:10:09	4434/4434	---M--	200	added ('OK')	text/css	etag:%221152-54864d754275e%22	http://bhatdental.com/wp-content/plugins/ai-responsive-gallery-album/css/colorbox.css?ver=4.7.2	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/ai-responsive-gallery-album/css/colorboxe100.css	(from http://bhatdental.com/patient-staff/)
17:10:10	23/23	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2022%20Oct%202019%2021:09:03%20GMT	http://bhatdental.com/patient-staff/.	C:/Temp/a2/BDA2/bhatdental.com/patient-staff/	(from http://bhatdental.com/patient-staff/)
17:10:10	518/518	---M--	200	added ('OK')	image/gif	etag:%22206-5486538000301%22	http://bhatdental.com/wp-content/plugins/wp-hit-counter/designs/Basic/2/9.gif	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/wp-hit-counter/designs/Basic/2/9.gif	(from http://bhatdental.com/patient-staff/)
17:10:10	18726/18726	---M--	200	added ('OK')	application/javascript	etag:%224926-54864d965e40e%22	http://bhatdental.com/wp-content/plugins/ai-responsive-gallery-album/js/ai-responsive-gallery.js?ver=4.7.2	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/ai-responsive-gallery-album/js/ai-responsive-gallerye100.js	(from http://bhatdental.com/patient-staff/)
17:10:10	11800/11800	---M--	200	added ('OK')	application/javascript	etag:%222e18-54864d97b3150%22	http://bhatdental.com/wp-content/plugins/ai-responsive-gallery-album/js/jquery.colorbox-min.js?ver=4.7.2	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/ai-responsive-gallery-album/js/jquery.colorbox-mine100.js	(from http://bhatdental.com/patient-staff/)
17:10:11	2268/2268	---MC-	200	added ('OK')	application/json	date:Tue,%2022%20Oct%202019%2021:09:04%20GMT	http://bhatdental.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbhatdental.com%2Ftreatment-pictures%2F	C:/Temp/a2/BDA2/bhatdental.com/wp-json/oembed/1.0/embedaac5.json	(from http://bhatdental.com/treatment-pictures/)
17:10:11	747/747	---MC-	200	added ('OK')	application/rss+xml	etag:%22b7ca668935dff8359c74ba14b5049124%22	http://bhatdental.com/treatment-pictures/feed/	C:/Temp/a2/BDA2/bhatdental.com/treatment-pictures/feed/index.html	(from http://bhatdental.com/treatment-pictures/)
17:10:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Oct%202019%2021:09:05%20GMT	http://bhatdental.com/?p=421	C:/Temp/a2/BDA2/bhatdental.com/index504f.html	(from http://bhatdental.com/treatment-pictures/)
17:10:11	2365/2365	---MC-	200	added ('OK')	text/xml	date:Tue,%2022%20Oct%202019%2021:09:05%20GMT	http://bhatdental.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbhatdental.com%2Ftreatment-pictures%2F&format=xml	C:/Temp/a2/BDA2/bhatdental.com/wp-json/oembed/1.0/embedf356	(from http://bhatdental.com/treatment-pictures/)
17:10:11	23/23	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2022%20Oct%202019%2021:09:05%20GMT	http://bhatdental.com/treatment-pictures/.	C:/Temp/a2/BDA2/bhatdental.com/treatment-pictures/	(from http://bhatdental.com/treatment-pictures/)
17:10:12	704/704	---M--	200	added ('OK')	text/css	etag:%222c0-54864ed29c492%22	http://bhatdental.com/wp-content/plugins/siteorigin-panels/css/front.css?ver=1.5.3	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/siteorigin-panels/css/fronte225.css	(from http://bhatdental.com/locations-hours/)
17:10:12	748/748	---MC-	200	added ('OK')	application/rss+xml	etag:%223936fb2752b05507652feafed90c1fc1%22	http://bhatdental.com/locations-hours/feed/	C:/Temp/a2/BDA2/bhatdental.com/locations-hours/feed/index.html	(from http://bhatdental.com/locations-hours/)
17:10:12	2269/2269	---MC-	200	added ('OK')	application/json	date:Tue,%2022%20Oct%202019%2021:09:06%20GMT	http://bhatdental.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbhatdental.com%2Flocations-hours%2F	C:/Temp/a2/BDA2/bhatdental.com/wp-json/oembed/1.0/embed17e7.json	(from http://bhatdental.com/locations-hours/)
17:10:12	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Oct%202019%2021:09:06%20GMT	http://bhatdental.com/?p=19	C:/Temp/a2/BDA2/bhatdental.com/index5831.html	(from http://bhatdental.com/locations-hours/)
17:10:13	2368/2368	---MC-	200	added ('OK')	text/xml	date:Tue,%2022%20Oct%202019%2021:09:06%20GMT	http://bhatdental.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbhatdental.com%2Flocations-hours%2F&format=xml	C:/Temp/a2/BDA2/bhatdental.com/wp-json/oembed/1.0/embedea0b	(from http://bhatdental.com/locations-hours/)
17:10:13	2298/2298	---MC-	200	added ('OK')	application/json	date:Tue,%2022%20Oct%202019%2021:09:07%20GMT	http://bhatdental.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbhatdental.com%2Fmake-appointment%2F	C:/Temp/a2/BDA2/bhatdental.com/wp-json/oembed/1.0/embedaf35.json	(from http://bhatdental.com/make-appointment/)
17:10:13	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2022%20Oct%202019%2021:09:07%20GMT	http://bhatdental.com/?p=21	C:/Temp/a2/BDA2/bhatdental.com/index3965.html	(from http://bhatdental.com/make-appointment/)
17:10:14	2397/2397	---MC-	200	added ('OK')	text/xml	date:Tue,%2022%20Oct%202019%2021:09:07%20GMT	http://bhatdental.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbhatdental.com%2Fmake-appointment%2F&format=xml	C:/Temp/a2/BDA2/bhatdental.com/wp-json/oembed/1.0/embedf36e	(from http://bhatdental.com/make-appointment/)
17:10:14	23/23	---MCZ	-1	error ('Error%20when%20decompressing')	text/html	date:Tue,%2022%20Oct%202019%2021:09:08%20GMT	http://bhatdental.com/make-appointment/.	C:/Temp/a2/BDA2/bhatdental.com/make-appointment/	(from http://bhatdental.com/make-appointment/)
17:10:16	46197/46197	---M--	200	added ('OK')	application/pdf	etag:%22b475-548650a4916d2%22	http://bhatdental.com/wp-content/uploads/2014/12/HIPPA_Law_form_.pdf	C:/Temp/a2/BDA2/bhatdental.com/wp-content/uploads/2014/12/HIPPA_Law_form_.pdf	(from http://bhatdental.com/make-appointment/)
17:10:16	32362/32362	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd494c-7e6a%22	http://cdnjs.cloudflare.com/ajax/libs/jquery-form-validator/2.1.47/jquery.form-validator.min.js	C:/Temp/a2/BDA2/cdnjs.cloudflare.com/ajax/libs/jquery-form-validator/2.1.47/jquery.form-validator.min.js	(from http://bhatdental.com/make-appointment/)
17:10:16	502/502	---M--	200	added ('OK')	image/gif	etag:%221f6-5486537b31b06%22	http://bhatdental.com/wp-content/plugins/wp-hit-counter/designs/Basic/2/1.gif	C:/Temp/a2/BDA2/bhatdental.com/wp-content/plugins/wp-hit-counter/designs/Basic/2/1.gif	(from http://bhatdental.com/make-appointment/)
17:10:18	22820/22820	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2021:09:11%20GMT	http://bhatdental.com/category/uncategorized/	C:/Temp/a2/BDA2/bhatdental.com/category/uncategorized/index.html	(from http://bhatdental.com/make-appointment/)
17:10:19	22735/22735	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2021:09:12%20GMT	http://bhatdental.com/2015/02/	C:/Temp/a2/BDA2/bhatdental.com/2015/02/index.html	(from http://bhatdental.com/make-appointment/)
17:10:20	2293/2293	---MC-	200	added ('OK')	application/json	date:Tue,%2022%20Oct%202019%2021:09:13%20GMT	http://bhatdental.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbhatdental.com%2Fpost-appointment-survey%2F	C:/Temp/a2/BDA2/bhatdental.com/wp-json/oembed/1.0/embeda3e9.json	(from http://bhatdental.com/post-appointment-survey/)
17:10:21	38332/38332	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202019%2021:09:14%20GMT	http://bhatdental.com/2014/11/	C:/Temp/a2/BDA2/bhatdental.com/2014/11/index.html	(from http://bhatdental.com/make-appointment/)
17:10:23	2390/2390	---MC-	200	added ('OK')	text/xml	date:Tue,%2022%20Oct%202019%2021:09:15%20GMT	http://bhatdental.com/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fbhatdental.com%2Fpost-appointment-survey%2F&format=xml	C:/Temp/a2/BDA2/bhatdental.com/wp-json/oembed/1.0/embed4abc	(from http://bhatdental.com/post-appointment-survey/)
17:10:23	59422/59422	---M--	200	added ('OK')	application/pdf	etag:%22e81e-548650a5386c3%22	http://bhatdental.com/wp-content/uploads/2014/12/informationpw_.pdf	C:/Temp/a2/BDA2/bhatdental.com/wp-content/uploads/2014/12/informationpw_.pdf	(from http://bhatdental.com/make-appointment/)
